No.,DOB,Age, Fund Value , Salary , Contributions ,EE, ER , Years ,Retirement age
1275,1/1/1980,46.00," 342,305.10 "," 63,060.00 "," 9,459.00 ",5%,10%,14.00,60
1276,1/1/1980,46.00," 832,416.95 "," 211,420.00 "," 31,713.00 ",5%,10%,14.00,60
1277,1/1/1980,46.00," 1,435,017.54 "," 393,140.00 "," 58,971.00 ",5%,10%,14.00,60
1278,1/1/1980,46.00," 1,656,451.15 "," 442,500.00 "," 66,375.00 ",5%,10%,14.00,60
1279,1/1/1990,36.00," 452,679.61 "," 128,180.00 "," 19,227.00 ",5%,10%,24.00,60
1280,7/20/1992,34.00," 410,127.13 "," 110,960.00 "," 16,644.00 ",5%,10%,26.00,60
1281,8/31/1987,39.00," 329,644.73 "," 74,100.00 "," 11,115.00 ",5%,10%,21.00,60
1282,1/1/1980,46.00," 1,301,772.44 "," 385,040.00 "," 57,756.00 ",5%,10%,14.00,60
1283,1/1/1980,46.00," 399,492.00 "," 151,280.00 "," 22,692.00 ",5%,10%,14.00,60
1284,1/1/1980,46.00," 1,651,973.13 "," 513,640.00 "," 77,046.00 ",5%,10%,14.00,60
1285,1/1/1980,46.00," 1,085,908.04 "," 375,000.00 "," 56,250.00 ",5%,10%,14.00,60
1286,1/1/1980,46.00," 260,303.49 "," 53,140.00 "," 7,971.00 ",5%,10%,14.00,60
1287,1/1/1980,46.00," 400,338.38 "," 116,320.00 "," 17,448.00 ",5%,10%,14.00,60
1288,1/1/1980,46.00," 491,780.79 "," 155,280.00 "," 23,292.00 ",5%,10%,14.00,60
1289,1/1/1980,46.00," 142,350.00 "," 88,500.00 "," 13,275.00 ",5%,10%,14.00,60
1290,1/1/1980,46.00," 292,876.36 "," 70,960.00 "," 10,644.00 ",5%,10%,14.00,60
1291,1/1/1980,46.00," 466,494.00 "," 216,760.00 "," 32,514.00 ",5%,10%,14.00,60
1292,1/1/1980,46.00," 531,840.00 "," 352,500.00 "," 52,875.00 ",5%,10%,14.00,60
1293,1/1/1980,46.00," 207,480.00 "," 65,760.00 "," 9,864.00 ",5%,10%,14.00,60
1294,1/1/1980,46.00," 323,160.00 "," 132,000.00 "," 19,800.00 ",5%,10%,14.00,60
1295,1/1/1980,46.00," 396,180.00 "," 218,000.00 "," 32,700.00 ",5%,10%,14.00,60
1296,1/1/1980,46.00," 1,148,025.00 "," 777,500.00 "," 116,625.00 ",5%,10%,14.00,60
1297,1/1/1980,46.00," 189,120.00 "," 78,500.00 "," 11,775.00 ",5%,10%,14.00,60
1298,1/1/1980,46.00," 365,820.00 "," 258,000.00 "," 38,700.00 ",5%,10%,14.00,60
1299,1/1/1980,46.00," 271,320.00 "," 168,000.00 "," 25,200.00 ",5%,10%,14.00,60
1300,1/1/1980,46.00," 442,860.00 "," 338,000.00 "," 50,700.00 ",5%,10%,14.00,60
1301,1/1/1980,46.00," 668,085.00 "," 552,500.00 "," 82,875.00 ",5%,10%,14.00,60
1302,1/1/1980,46.00," 121,349.00 "," 58,500.00 "," 8,775.00 ",5%,10%,14.00,60
1303,1/1/1980,46.00," 131,002.40 "," 68,500.00 "," 10,275.00 ",5%,10%,14.00,60
1304,1/1/1980,46.00," 96,612.45 "," 55,660.00 "," 8,349.00 ",5%,10%,14.00,60
1305,1/1/1980,46.00," 113,994.30 "," 68,500.00 "," 10,275.00 ",5%,10%,14.00,60
1306,1/1/1980,46.00," 117,945.00 "," 108,500.00 "," 16,275.00 ",5%,10%,14.00,60
1307,1/1/1980,46.00," 104,445.00 "," 78,500.00 "," 11,775.00 ",5%,10%,14.00,60
1308,1/1/1980,46.00," 150,840.00 "," 298,000.00 "," 44,700.00 ",5%,10%,14.00,60
1309,1/1/1974,52.00," 1,548,473.68 "," 46,753.00 "," 4,675.30 ",5%,5%,8.00,60
1310,12/17/1975,51.00," 8,194,518.73 "," 348,925.60 "," 34,892.56 ",5%,5%,9.00,60
1311,5/5/1976,50.00," 1,616,653.22 "," 92,535.00 "," 9,253.50 ",5%,5%,10.00,60
1312,12/28/1978,48.00," 1,326,903.16 "," 47,900.40 "," 4,790.04 ",5%,5%,12.00,60
1313,7/6/1971,55.00," 1,323,071.66 "," 43,546.00 "," 4,354.60 ",5%,5%,5.00,60
1314,4/18/1979,47.00," 8,025,053.38 "," 678,699.00 "," 67,869.90 ",5%,5%,13.00,60
1315,6/11/1972,54.00," 2,778,684.36 "," 93,139.80 "," 9,313.98 ",5%,5%,6.00,60
1316,10/7/1974,52.00," 1,770,371.62 "," 52,859.80 "," 5,285.98 ",5%,5%,8.00,60
1317,1/1/1978,48.00," 948,083.52 "," 25,465.40 "," 2,546.54 ",5%,5%,12.00,60
1318,4/19/1969,57.00," 5,772,352.63 "," 201,399.80 "," 20,139.98 ",5%,5%,3.00,60
1319,10/10/1973,53.00," 1,579,386.42 "," 53,827.60 "," 5,382.76 ",5%,5%,7.00,60
1320,6/11/1985,41.00," 8,537,998.27 "," 793,800.00 "," 79,380.00 ",5%,5%,19.00,60
1321,1/1/1974,52.00," 1,267,789.20 "," 47,900.40 "," 4,790.04 ",5%,5%,8.00,60
1322,9/30/1977,49.00," 1,978,027.20 "," 72,576.60 "," 7,257.66 ",5%,5%,11.00,60
1323,3/13/1976,50.00," 10,664,517.24 "," 678,699.00 "," 67,869.90 ",5%,5%,10.00,60
1324,9/3/1984,42.00," 2,332,681.59 "," 252,205.80 "," 25,220.58 ",5%,5%,18.00,60
1325,2/3/1983,43.00," 1,569,972.98 "," 48,384.40 "," 4,838.44 ",5%,5%,17.00,60
1326,1/1/1985,41.00," 1,749,495.30 "," 55,037.20 "," 5,503.72 ",5%,5%,19.00,60
1327,5/12/1984,42.00," 3,723,235.26 "," 196,778.40 "," 19,677.84 ",5%,5%,18.00,60
1328,9/29/1980,46.00," 2,793,137.16 "," 233,378.80 "," 23,337.88 ",5%,5%,14.00,60
1329,9/1/1974,52.00," 1,244,240.78 "," 42,336.20 "," 4,233.62 ",5%,5%,8.00,60
1330,12/30/1972,54.00," 3,572,012.72 "," 178,080.00 "," 17,808.00 ",5%,5%,6.00,60
1331,9/25/1984,42.00," 2,038,419.22 "," 110,668.40 "," 11,066.84 ",5%,5%,18.00,60
1332,4/22/1982,44.00," 1,715,030.72 "," 72,576.60 "," 7,257.66 ",5%,5%,16.00,60
1333,7/14/1981,45.00," 1,332,626.50 "," 72,576.60 "," 7,257.66 ",5%,5%,15.00,60
1334,1/18/1981,45.00," 1,445,149.46 "," 47,320.20 "," 4,732.02 ",5%,5%,15.00,60
1335,7/23/1986,40.00," 708,345.82 "," 38,179.00 "," 3,817.90 ",5%,5%,20.00,60
1336,6/18/1986,40.00," 2,250,807.16 "," 166,950.00 "," 16,695.00 ",5%,5%,20.00,60
1337,1/1/1978,48.00," 1,484,398.66 "," 67,375.20 "," 6,737.52 ",5%,5%,12.00,60
1338,3/10/1990,36.00," 2,108,224.18 "," 233,378.80 "," 23,337.88 ",5%,5%,24.00,60
1339,1/25/1990,36.00," 1,188,607.06 "," 47,320.20 "," 4,732.02 ",5%,5%,24.00,60
1340,11/28/1984,42.00," 1,794,103.82 "," 92,535.00 "," 9,253.50 ",5%,5%,18.00,60
1341,2/26/1986,40.00," 679,948.84 "," 22,402.20 "," 2,240.22 ",5%,5%,20.00,60
1342,3/22/1979,47.00," 2,655,095.30 "," 157,249.00 "," 15,724.90 ",5%,5%,13.00,60
1343,4/8/1984,42.00," 745,383.96 "," 26,611.40 "," 2,661.14 ",5%,5%,18.00,60
1344,7/5/1982,44.00," 1,721,023.48 "," 100,141.60 "," 10,014.16 ",5%,5%,16.00,60
1345,2/20/1983,43.00," 1,417,504.70 "," 72,659.40 "," 7,265.94 ",5%,5%,17.00,60
1346,4/23/1978,48.00," 1,719,479.70 "," 62,899.60 "," 6,289.96 ",5%,5%,12.00,60
1347,4/24/1983,43.00," 3,471,578.65 "," 385,000.00 "," 38,500.00 ",5%,5%,17.00,60
1348,1/1/1977,49.00," 1,201,583.22 "," 52,255.00 "," 5,225.50 ",5%,5%,11.00,60
1349,11/24/1983,43.00," 1,283,466.60 "," 67,375.20 "," 6,737.52 ",5%,5%,17.00,60
1350,5/31/1987,39.00," 3,955,737.15 "," 420,714.00 "," 42,071.40 ",5%,5%,21.00,60
1351,4/10/1986,40.00," 3,070,907.20 "," 233,378.80 "," 23,337.88 ",5%,5%,20.00,60
1352,4/16/1990,36.00," 983,350.96 "," 46,189.60 "," 4,618.96 ",5%,5%,24.00,60
1353,4/24/1983,43.00," 2,829,519.23 "," 233,378.80 "," 23,337.88 ",5%,5%,17.00,60
1354,12/15/1980,46.00," 652,148.84 "," 38,179.00 "," 3,817.90 ",5%,5%,14.00,60
1355,2/12/1982,44.00," 1,908,028.60 "," 92,535.00 "," 9,253.50 ",5%,5%,16.00,60
1356,4/18/1984,42.00," 1,132,158.52 "," 47,900.40 "," 4,790.04 ",5%,5%,18.00,60
1357,3/5/1982,44.00," 983,945.30 "," 42,336.20 "," 4,233.62 ",5%,5%,16.00,60
1358,11/25/1983,43.00," 777,676.06 "," 32,054.60 "," 3,205.46 ",5%,5%,17.00,60
1359,6/16/1977,49.00," 28,172,188.78 "," 2,112,375.40 "," 211,237.54 ",5%,5%,11.00,60
1360,2/12/1990,36.00," 1,340,915.84 "," 67,375.20 "," 6,737.52 ",5%,5%,24.00,60
1361,11/11/1985,41.00," 3,530,710.12 "," 383,985.00 "," 38,398.50 ",5%,5%,19.00,60
1362,7/6/1986,40.00," 1,839,245.26 "," 92,535.00 "," 9,253.50 ",5%,5%,20.00,60
1363,10/15/1989,37.00," 1,687,328.66 "," 132,500.00 "," 13,250.00 ",5%,5%,23.00,60
1364,4/10/1988,38.00," 1,709,678.62 "," 93,139.80 "," 9,313.98 ",5%,5%,22.00,60
1365,6/22/1983,43.00," 1,321,674.52 "," 72,576.60 "," 7,257.66 ",5%,5%,17.00,60
1366,7/8/1987,39.00," 580,585.94 "," 22,402.20 "," 2,240.22 ",5%,5%,21.00,60
1367,2/15/1977,49.00," 920,719.38 "," 43,546.00 "," 4,354.60 ",5%,5%,11.00,60
1368,4/6/1984,42.00," 2,787,857.34 "," 196,778.40 "," 19,677.84 ",5%,5%,18.00,60
1369,5/16/1992,34.00," 1,063,421.24 "," 72,576.60 "," 7,257.66 ",5%,5%,26.00,60
1370,10/15/1984,42.00," 548,997.08 "," 22,402.20 "," 2,240.22 ",5%,5%,18.00,60
1371,8/29/1988,38.00," 981,697.10 "," 47,320.20 "," 4,732.02 ",5%,5%,22.00,60
1372,5/25/1983,43.00," 548,738.60 "," 22,402.20 "," 2,240.22 ",5%,5%,17.00,60
1373,5/9/1990,36.00," 1,209,763.44 "," 92,535.00 "," 9,253.50 ",5%,5%,24.00,60
1374,9/9/1989,37.00," 750,037.48 "," 47,900.40 "," 4,790.04 ",5%,5%,23.00,60
1375,5/25/1987,39.00," 1,725,594.72 "," 94,382.40 "," 9,438.24 ",5%,5%,21.00,60
1376,10/7/1981,45.00," 1,664,665.92 "," 115,752.00 "," 11,575.20 ",5%,5%,15.00,60
1377,1/1/1984,42.00," 725,450.48 "," 32,054.60 "," 3,205.46 ",5%,5%,18.00,60
1378,6/10/1985,41.00," 3,333,458.86 "," 262,726.00 "," 26,272.60 ",5%,5%,19.00,60
1379,2/4/1985,41.00," 746,869.04 "," 31,691.80 "," 3,169.18 ",5%,5%,19.00,60
1380,5/22/1984,42.00," 1,229,659.52 "," 67,375.20 "," 6,737.52 ",5%,5%,18.00,60
1381,5/25/1974,52.00," 5,712,832.86 "," 331,601.00 "," 33,160.10 ",5%,5%,8.00,60
1382,3/15/1980,46.00," 1,697,665.36 "," 98,060.80 "," 9,806.08 ",5%,5%,14.00,60
1383,11/11/1988,38.00," 1,009,541.66 "," 62,899.60 "," 6,289.96 ",5%,5%,22.00,60
1384,9/30/1988,38.00," 841,489.86 "," 42,336.20 "," 4,233.62 ",5%,5%,22.00,60
1385,11/24/1984,42.00," 997,004.34 "," 47,900.40 "," 4,790.04 ",5%,5%,18.00,60
1386,5/4/1991,35.00," 1,075,308.78 "," 72,576.60 "," 7,257.66 ",5%,5%,25.00,60
1387,3/2/1987,39.00," 893,282.20 "," 100,141.60 "," 10,014.16 ",5%,5%,21.00,60
1388,1/18/1992,34.00," 1,224,147.70 "," 84,672.60 "," 8,467.26 ",5%,5%,26.00,60
1389,5/21/1987,39.00," 1,452,141.56 "," 115,500.00 "," 11,550.00 ",5%,5%,21.00,60
1390,5/2/1985,41.00," 1,168,682.96 "," 67,375.20 "," 6,737.52 ",5%,5%,19.00,60
1391,7/27/1988,38.00," 893,905.04 "," 47,900.40 "," 4,790.04 ",5%,5%,22.00,60
1392,2/25/1990,36.00," 511,250.68 "," 22,402.20 "," 2,240.22 ",5%,5%,24.00,60
1393,8/15/1984,42.00," 2,635,582.28 "," 187,130.40 "," 18,713.04 ",5%,5%,18.00,60
1394,8/19/1986,40.00," 1,594,156.34 "," 92,535.00 "," 9,253.50 ",5%,5%,20.00,60
1395,4/4/1989,37.00," 690,558.36 "," 32,054.60 "," 3,205.46 ",5%,5%,23.00,60
1396,2/3/1976,50.00," 874,228.34 "," 47,900.40 "," 4,790.04 ",5%,5%,10.00,60
1397,12/12/1990,36.00," 1,197,154.60 "," 100,141.60 "," 10,014.16 ",5%,5%,24.00,60
1398,1/21/1989,37.00," 1,541,312.07 "," 93,139.80 "," 9,313.98 ",5%,5%,23.00,60
1399,9/29/1986,40.00," 1,455,059.66 "," 111,300.00 "," 11,130.00 ",5%,5%,20.00,60
1400,5/15/1980,46.00," 955,674.14 "," 52,618.00 "," 5,261.80 ",5%,5%,14.00,60
1401,12/25/1989,37.00," 1,564,728.30 "," 92,535.00 "," 9,253.50 ",5%,5%,23.00,60
1402,3/19/1986,40.00," 8,727,445.29 "," 1,012,095.00 "," 101,209.50 ",5%,5%,20.00,60
1403,1/5/1981,45.00," 2,804,642.65 "," 222,600.00 "," 22,260.00 ",5%,5%,15.00,60
1404,11/10/1985,41.00," 1,316,927.54 "," 100,141.60 "," 10,014.16 ",5%,5%,19.00,60
1405,12/24/1985,41.00," 483,159.78 "," 22,402.20 "," 2,240.22 ",5%,5%,19.00,60
1406,7/7/1988,38.00," 1,052,877.96 "," 72,576.60 "," 7,257.66 ",5%,5%,22.00,60
1407,3/5/1993,33.00," 1,218,840.00 "," 100,141.60 "," 10,014.16 ",5%,5%,27.00,60
1408,1/3/1989,37.00," 1,029,160.00 "," 78,327.80 "," 7,832.78 ",5%,5%,23.00,60
1409,8/15/1989,37.00," 1,279,150.44 "," 92,535.00 "," 9,253.50 ",5%,5%,23.00,60
1410,2/12/1984,42.00," 700,904.06 "," 47,900.40 "," 4,790.04 ",5%,5%,18.00,60
1411,3/20/1990,36.00," 1,147,202.00 "," 78,327.80 "," 7,832.78 ",5%,5%,24.00,60
1412,10/13/1969,57.00," 3,236,200.50 "," 176,755.00 "," 17,675.50 ",5%,5%,3.00,60
1413,12/20/1978,48.00," 1,540,641.96 "," 110,668.40 "," 11,066.84 ",5%,5%,12.00,60
1414,2/5/1989,37.00," 704,158.88 "," 48,384.40 "," 4,838.44 ",5%,5%,23.00,60
1415,8/16/1988,38.00," 1,149,601.60 "," 72,576.60 "," 7,257.66 ",5%,5%,22.00,60
1416,5/15/1986,40.00," 1,293,748.49 "," 92,535.00 "," 9,253.50 ",5%,5%,20.00,60
1417,11/28/1986,40.00," 792,453.94 "," 48,384.40 "," 4,838.44 ",5%,5%,20.00,60
1418,10/11/1992,34.00," 758,403.88 "," 38,179.00 "," 3,817.90 ",5%,5%,26.00,60
1419,12/12/1988,38.00," 703,425.78 "," 42,336.20 "," 4,233.62 ",5%,5%,22.00,60
1420,12/15/1992,34.00," 1,725,485.56 "," 100,141.60 "," 10,014.16 ",5%,5%,26.00,60
1421,6/6/1985,41.00," 737,540.60 "," 38,179.00 "," 3,817.90 ",5%,5%,19.00,60
1422,9/19/1984,42.00," 468,476.42 "," 22,402.20 "," 2,240.22 ",5%,5%,18.00,60
1423,5/20/1989,37.00," 739,542.92 "," 38,179.00 "," 3,817.90 ",5%,5%,23.00,60
1424,6/26/1992,34.00," 1,205,419.52 "," 100,141.60 "," 10,014.16 ",5%,5%,26.00,60
1425,11/14/1985,41.00," 719,215.02 "," 46,189.60 "," 4,618.96 ",5%,5%,19.00,60
1426,10/11/1992,34.00," 1,239,580.86 "," 115,500.00 "," 11,550.00 ",5%,5%,26.00,60
1427,3/23/1989,37.00," 1,065,130.44 "," 92,535.00 "," 9,253.50 ",5%,5%,23.00,60
1428,8/4/1991,35.00," 452,269.42 "," 22,402.20 "," 2,240.22 ",5%,5%,25.00,60
1429,8/20/1989,37.00," 694,216.42 "," 42,336.20 "," 4,233.62 ",5%,5%,23.00,60
1430,7/3/1986,40.00," 479,519.54 "," 38,179.00 "," 3,817.90 ",5%,5%,20.00,60
1431,1/21/1990,36.00," 889,765.86 "," 67,375.20 "," 6,737.52 ",5%,5%,24.00,60
1432,10/30/1988,38.00," 1,471,427.02 "," 100,141.60 "," 10,014.16 ",5%,5%,22.00,60
1433,7/26/1992,34.00," 842,583.34 "," 67,375.20 "," 6,737.52 ",5%,5%,26.00,60
1434,7/2/1988,38.00," 659,478.68 "," 42,336.20 "," 4,233.62 ",5%,5%,22.00,60
1435,1/1/1987,39.00," 593,305.50 "," 48,384.40 "," 4,838.44 ",5%,5%,21.00,60
1436,7/10/1987,39.00," 1,209,800.46 "," 92,535.00 "," 9,253.50 ",5%,5%,21.00,60
1437,6/14/1989,37.00," 1,045,957.60 "," 72,576.60 "," 7,257.66 ",5%,5%,23.00,60
1438,5/31/1985,41.00," 715,774.46 "," 38,179.00 "," 3,817.90 ",5%,5%,19.00,60
1439,1/1/1989,37.00," 864,261.80 "," 72,576.60 "," 7,257.66 ",5%,5%,23.00,60
1440,9/11/1987,39.00," 8,544,720.88 "," 1,013,512.60 "," 101,351.26 ",5%,5%,21.00,60
1441,1/1/1980,46.00," 441,710.94 "," 22,402.20 "," 2,240.22 ",5%,5%,14.00,60
1442,7/2/1987,39.00," 953,543.48 "," 72,576.60 "," 7,257.66 ",5%,5%,21.00,60
1443,6/6/1987,39.00," 641,651.04 "," 34,352.80 "," 3,435.28 ",5%,5%,21.00,60
1444,5/1/1988,38.00," 777,113.88 "," 52,088.40 "," 5,208.84 ",5%,5%,22.00,60
1445,9/25/1987,39.00," 691,642.62 "," 38,179.00 "," 3,817.90 ",5%,5%,21.00,60
1446,9/25/1978,48.00," 28,735,825.42 "," 3,082,060.80 "," 308,206.08 ",5%,5%,12.00,60
1447,6/26/1991,35.00," 1,511,024.60 "," 164,835.00 "," 16,483.50 ",5%,5%,25.00,60
1448,3/19/1980,46.00," 1,032,529.04 "," 55,037.20 "," 5,503.72 ",5%,5%,14.00,60
1449,2/27/1993,33.00," 752,788.56 "," 48,384.40 "," 4,838.44 ",5%,5%,27.00,60
1450,1/4/1994,32.00," 1,332,591.12 "," 100,141.60 "," 10,014.16 ",5%,5%,28.00,60
1451,9/2/1986,40.00," 434,990.98 "," 22,402.20 "," 2,240.22 ",5%,5%,20.00,60
1452,10/10/1986,40.00," 849,397.78 "," 47,900.40 "," 4,790.04 ",5%,5%,20.00,60
1453,12/22/1990,36.00," 1,446,467.26 "," 233,378.80 "," 23,337.88 ",5%,5%,24.00,60
1454,1/6/1992,34.00," 523,722.80 "," 32,054.60 "," 3,205.46 ",5%,5%,26.00,60
1455,5/10/1988,38.00," 503,748.64 "," 38,179.00 "," 3,817.90 ",5%,5%,22.00,60
1456,2/28/1985,41.00," 1,152,738.08 "," 72,576.60 "," 7,257.66 ",5%,5%,19.00,60
1457,4/23/1993,33.00," 1,120,475.20 "," 111,300.00 "," 11,130.00 ",5%,5%,27.00,60
1458,1/4/1988,38.00," 629,691.84 "," 47,900.40 "," 4,790.04 ",5%,5%,22.00,60
1459,1/2/1976,50.00," 750,366.38 "," 43,546.00 "," 4,354.60 ",5%,5%,10.00,60
1460,7/7/1975,51.00," 493,456.02 "," 26,611.40 "," 2,661.14 ",5%,5%,9.00,60
1461,8/30/1987,39.00," 4,820,569.97 "," 577,500.00 "," 57,750.00 ",5%,5%,21.00,60
1462,9/4/1994,32.00," 661,269.46 "," 55,037.20 "," 5,503.72 ",5%,5%,28.00,60
1463,4/22/1993,33.00," 813,812.18 "," 47,900.40 "," 4,790.04 ",5%,5%,27.00,60
1464,3/31/1982,44.00," 585,222.34 "," 31,691.80 "," 3,169.18 ",5%,5%,16.00,60
1465,9/25/1987,39.00," 590,917.18 "," 32,054.60 "," 3,205.46 ",5%,5%,21.00,60
1466,8/18/1991,35.00," 588,867.02 "," 32,054.60 "," 3,205.46 ",5%,5%,25.00,60
1467,10/13/1992,34.00," 704,924.14 "," 72,576.60 "," 7,257.66 ",5%,5%,26.00,60
1468,2/5/1989,37.00," 419,336.72 "," 22,402.20 "," 2,240.22 ",5%,5%,23.00,60
1469,8/22/1986,40.00," 1,101,934.66 "," 67,375.20 "," 6,737.52 ",5%,5%,20.00,60
1470,12/18/1988,38.00," 588,236.98 "," 32,054.60 "," 3,205.46 ",5%,5%,22.00,60
1471,1/1/1980,46.00," 586,893.64 "," 34,352.80 "," 3,435.28 ",5%,5%,14.00,60
1472,1/1/1980,46.00," 707,337.74 "," 42,336.20 "," 4,233.62 ",5%,5%,14.00,60
1473,6/23/1980,46.00," 2,251,810.32 "," 183,645.00 "," 18,364.50 ",5%,5%,14.00,60
1474,8/31/1990,36.00," 914,712.06 "," 92,535.00 "," 9,253.50 ",5%,5%,24.00,60
1475,2/4/1990,36.00," 1,320,151.44 "," 150,000.00 "," 15,000.00 ",5%,5%,24.00,60
1476,1/1/1985,41.00," 683,178.78 "," 47,900.40 "," 4,790.04 ",5%,5%,19.00,60
1477,8/28/1988,38.00," 565,024.28 "," 32,054.60 "," 3,205.46 ",5%,5%,22.00,60
1478,5/13/1987,39.00," 413,892.66 "," 22,402.20 "," 2,240.22 ",5%,5%,21.00,60
1479,4/5/1989,37.00," 503,904.38 "," 38,179.00 "," 3,817.90 ",5%,5%,23.00,60
1480,3/18/1990,36.00," 880,548.12 "," 92,535.00 "," 9,253.50 ",5%,5%,24.00,60
1481,1/31/1991,35.00," 444,657.06 "," 38,179.00 "," 3,817.90 ",5%,5%,25.00,60
1482,10/22/1991,35.00," 549,880.68 "," 48,384.40 "," 4,838.44 ",5%,5%,25.00,60
1483,9/30/1990,36.00," 482,971.52 "," 38,179.00 "," 3,817.90 ",5%,5%,24.00,60
1484,8/7/1990,36.00," 653,801.68 "," 47,900.40 "," 4,790.04 ",5%,5%,24.00,60
1485,4/29/1989,37.00," 732,750.00 "," 47,900.40 "," 4,790.04 ",5%,5%,23.00,60
1486,6/18/1993,33.00," 692,447.74 "," 42,336.20 "," 4,233.62 ",5%,5%,27.00,60
1487,1/1/1985,41.00," 541,333.76 "," 31,691.80 "," 3,169.18 ",5%,5%,19.00,60
1488,8/10/1987,39.00," 663,792.62 "," 47,900.40 "," 4,790.04 ",5%,5%,21.00,60
1489,1/1/1985,41.00," 717,695.54 "," 92,535.00 "," 9,253.50 ",5%,5%,19.00,60
1490,9/18/1988,38.00," 670,030.28 "," 72,576.60 "," 7,257.66 ",5%,5%,22.00,60
1491,6/1/1974,52.00," 473,878.32 "," 26,611.40 "," 2,661.14 ",5%,5%,8.00,60
1492,9/3/1989,37.00," 1,748,564.47 "," 211,470.00 "," 21,147.00 ",5%,5%,23.00,60
1493,2/17/1984,42.00," 515,891.66 "," 31,691.80 "," 3,169.18 ",5%,5%,18.00,60
1494,10/27/1991,35.00," 556,809.24 "," 32,054.60 "," 3,205.46 ",5%,5%,25.00,60
1495,7/4/1992,34.00," 766,304.30 "," 82,100.40 "," 8,210.04 ",5%,5%,26.00,60
1496,8/20/1988,38.00," 4,032,291.42 "," 510,300.00 "," 51,030.00 ",5%,5%,22.00,60
1497,6/13/1991,35.00," 2,006,053.10 "," 233,378.80 "," 23,337.88 ",5%,5%,25.00,60
1498,2/24/1994,32.00," 553,044.34 "," 32,054.60 "," 3,205.46 ",5%,5%,28.00,60
1499,1/26/1993,33.00," 405,766.62 "," 22,402.20 "," 2,240.22 ",5%,5%,-33.00,
1500,9/3/1988,38.00," 3,710,594.16 "," 447,562.60 "," 44,756.26 ",5%,5%,-38.00,
1501,4/26/1992,34.00," 477,823.32 "," 38,179.00 "," 3,817.90 ",5%,5%,-34.00,
1502,1/8/1992,34.00," 400,630.68 "," 22,402.20 "," 2,240.22 ",5%,5%,-34.00,
1503,5/7/1981,45.00," 547,172.94 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1504,6/17/1989,37.00," 826,967.94 "," 72,576.60 "," 7,257.66 ",5%,5%,-37.00,
1505,7/3/1992,34.00," 545,200.30 "," 32,054.60 "," 3,205.46 ",5%,5%,-34.00,
1506,1/1/1988,38.00," 559,411.84 "," 31,691.80 "," 3,169.18 ",5%,5%,-38.00,
1507,12/12/1987,39.00," 856,966.86 "," 67,375.20 "," 6,737.52 ",5%,5%,-39.00,
1508,10/9/1989,37.00," 478,773.94 "," 38,179.00 "," 3,817.90 ",5%,5%,-37.00,
1509,11/22/1989,37.00," 709,391.84 "," 55,037.20 "," 5,503.72 ",5%,5%,-37.00,
1510,7/11/1991,35.00," 1,115,341.62 "," 92,535.00 "," 9,253.50 ",5%,5%,-35.00,
1511,12/26/1986,40.00," 779,321.56 "," 92,535.00 "," 9,253.50 ",5%,5%,-40.00,
1512,3/28/1996,30.00," 970,307.26 "," 100,141.60 "," 10,014.16 ",5%,5%,-30.00,
1513,5/15/1993,33.00," 527,569.36 "," 31,691.80 "," 3,169.18 ",5%,5%,-33.00,
1514,9/12/1990,36.00," 561,209.40 "," 34,352.80 "," 3,435.28 ",5%,5%,-36.00,
1515,9/6/1991,35.00," 891,456.92 "," 72,576.60 "," 7,257.66 ",5%,5%,-35.00,
1516,8/8/1985,41.00," 1,066,608.70 "," 72,576.60 "," 7,257.66 ",5%,5%,-41.00,
1517,2/17/1990,36.00," 730,361.42 "," 55,037.20 "," 5,503.72 ",5%,5%,-36.00,
1518,7/8/1991,35.00," 836,290.72 "," 72,576.60 "," 7,257.66 ",5%,5%,-35.00,
1519,1/1/1980,46.00," 741,314.40 "," 48,384.40 "," 4,838.44 ",5%,5%,-46.00,
1520,5/11/1983,43.00," 530,529.90 "," 31,691.80 "," 3,169.18 ",5%,5%,-43.00,
1521,1/29/1994,32.00," 998,843.64 "," 92,535.00 "," 9,253.50 ",5%,5%,-32.00,
1522,1/28/1989,37.00," 890,029.66 "," 66,066.00 "," 6,606.60 ",5%,5%,-37.00,
1523,4/20/1989,37.00," 925,484.38 "," 92,535.00 "," 9,253.50 ",5%,5%,-37.00,
1524,8/23/1989,37.00," 643,647.88 "," 42,336.20 "," 4,233.62 ",5%,5%,-37.00,
1525,8/20/1994,32.00," 663,078.28 "," 42,336.20 "," 4,233.62 ",5%,5%,-32.00,
1526,1/19/1994,32.00," 922,081.08 "," 100,141.60 "," 10,014.16 ",5%,5%,-32.00,
1527,1/3/1993,33.00," 668,729.62 "," 47,900.40 "," 4,790.04 ",5%,5%,-33.00,
1528,12/11/1988,38.00," 665,637.00 "," 38,179.00 "," 3,817.90 ",5%,5%,-38.00,
1529,5/19/1983,43.00," 742,366.00 "," 52,255.00 "," 5,225.50 ",5%,5%,-43.00,
1530,6/8/1990,36.00," 378,151.20 "," 22,402.20 "," 2,240.22 ",5%,5%,-36.00,
1531,3/27/1992,34.00," 1,490,010.88 "," 117,936.00 "," 11,793.60 ",5%,5%,-34.00,
1532,8/12/1988,38.00," 525,902.34 "," 32,054.60 "," 3,205.46 ",5%,5%,-38.00,
